@RELATION trainedClassifier/svmLapelModel
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {lapel-speech,boundry_speech}

@DATA
0.050109,0.010661,2.986908,0.113614,0.146635,0.475284,0.012133,0.082777,-26.871709,1.196041,0.550075,-0.304568,-0.825540,0.053426,0.097061,0.111956,-0.203109,-0.074246,0.013689,0.073187,-0.122243,0.013078,0.008835,0.018114,0.012399,0.030850,0.014083,0.029014,0.003163,0.007821,0.011417,0.013026,0.007888,0.022018,0.028973,0.010686,0.339475,0.031420,0.034528,0.322797,0.009019,0.052111,2.500485,0.914874,0.672635,0.486593,0.467251,0.339438,0.317772,0.274857,0.273127,0.252227,0.267046,0.264703,0.272459,0.016258,0.014270,0.017790,0.017255,0.031996,0.022166,0.032722,0.005936,0.010831,0.015372,0.017203,0.012897,0.011740,lapel-speech
0.040402,0.011315,2.990067,0.110525,0.151804,0.385321,0.028843,0.067288,-27.500485,1.310728,0.677909,-0.175775,-0.758512,0.140668,0.081759,0.146115,-0.139006,-0.017941,0.054934,0.101413,-0.098079,0.008970,0.006333,0.015975,0.009052,0.060233,0.009270,0.042325,0.001990,0.006247,0.009578,0.010759,0.006420,0.028537,0.031019,0.013643,0.305799,0.032710,0.035016,0.319762,0.035334,0.055677,2.525215,0.865563,0.640955,0.496318,0.505153,0.332290,0.325857,0.245310,0.255366,0.230804,0.222228,0.235104,0.229291,0.013551,0.010400,0.018230,0.012912,0.047493,0.015399,0.053304,0.003429,0.010513,0.014097,0.014280,0.010815,0.014121,lapel-speech
0.059493,0.010127,2.961496,0.131287,0.166934,0.525768,0.012288,0.094652,-27.906300,1.425099,0.535949,-0.194256,-0.918864,-0.055368,0.200578,0.112285,-0.199127,0.041547,-0.002050,0.091246,-0.122601,0.014392,0.006362,0.021025,0.008482,0.022369,0.008011,0.033396,0.002276,0.009442,0.021941,0.023562,0.009585,0.022115,0.042577,0.012711,0.428521,0.046684,0.036466,0.382625,0.008202,0.075838,3.396341,0.720099,0.517192,0.576560,0.512201,0.331125,0.367431,0.249270,0.283293,0.269256,0.242892,0.231364,0.255419,0.019680,0.009905,0.023005,0.010420,0.025344,0.010088,0.042120,0.003083,0.015393,0.025252,0.024940,0.013035,0.012124,lapel-speech
0.052703,0.015896,3.044441,0.116778,0.154867,0.313386,0.013775,0.082105,-25.952174,1.833513,0.037786,-0.012638,-1.105519,0.087906,-0.012797,-0.037203,-0.169800,-0.143888,0.114727,0.074598,-0.181677,0.015194,0.005227,0.017501,0.010308,0.027765,0.013324,0.017687,0.002193,0.011466,0.019451,0.027407,0.012039,0.022552,0.039378,0.015161,0.330750,0.045834,0.033029,0.368526,0.009446,0.077641,1.977717,0.795467,0.691412,0.501191,0.361060,0.338867,0.303359,0.279276,0.267730,0.272543,0.256550,0.267266,0.266113,0.016297,0.007432,0.020301,0.014128,0.032417,0.018122,0.019109,0.003796,0.012119,0.020640,0.027654,0.016392,0.011239,lapel-speech
0.041797,0.023260,3.043659,0.109287,0.157432,0.221398,0.015952,0.061063,-25.856094,2.109056,0.174553,-0.192579,-1.084624,0.094360,-0.049997,0.015276,-0.172558,-0.174537,0.068872,-0.000455,-0.170874,0.017359,0.009450,0.018400,0.012193,0.030835,0.009031,0.023695,0.002257,0.016009,0.018072,0.019529,0.010685,0.024496,0.031014,0.025123,0.279077,0.042617,0.035777,0.270456,0.011739,0.066289,1.971368,0.745658,0.657926,0.470627,0.400049,0.339269,0.298433,0.271888,0.265200,0.253556,0.267217,0.293227,0.274561,0.019632,0.014275,0.018878,0.016311,0.031177,0.011810,0.028681,0.003904,0.020515,0.021121,0.022647,0.015293,0.012024,lapel-speech
0.054227,0.015883,3.039743,0.123059,0.160770,0.395113,0.018775,0.076843,-27.142949,1.496842,0.287833,-0.236149,-0.805622,-0.033354,-0.049617,-0.068479,-0.309124,-0.261996,0.001747,0.018464,-0.018575,0.014593,0.006564,0.023239,0.020135,0.040265,0.019797,0.029444,0.003052,0.009177,0.008857,0.011051,0.005973,0.028938,0.043607,0.016751,0.337881,0.042331,0.034884,0.412454,0.015542,0.074122,2.545756,0.997754,0.643706,0.616565,0.412919,0.369268,0.337339,0.380047,0.371866,0.367445,0.375805,0.341667,0.317950,0.023913,0.010992,0.029559,0.030929,0.043256,0.030147,0.038285,0.006012,0.015268,0.014491,0.017375,0.010828,0.014915,lapel-speech
0.042320,0.019860,3.067965,0.124693,0.164268,0.344548,0.025983,0.063791,-26.189268,1.571105,0.735354,-0.214249,-0.735776,0.085580,0.096493,0.101491,-0.113034,-0.092308,-0.003132,0.036518,-0.105514,0.009686,0.006084,0.019601,0.008247,0.064403,0.006275,0.049908,0.001202,0.008186,0.012071,0.012752,0.005708,0.032603,0.035825,0.019465,0.241419,0.039222,0.030701,0.327692,0.029770,0.069923,1.900611,0.627801,0.521606,0.470950,0.411258,0.308196,0.281226,0.249658,0.252065,0.234106,0.227445,0.224659,0.247980,0.013718,0.009781,0.020874,0.012101,0.048161,0.009976,0.061148,0.002193,0.011609,0.014870,0.016158,0.009559,0.014482,lapel-speech
0.048253,0.016777,3.033507,0.123909,0.159264,0.383807,0.018812,0.074717,-26.357141,1.363123,0.585188,-0.201641,-0.896669,0.015739,-0.058362,-0.014628,-0.268649,-0.229513,-0.081273,-0.100769,-0.191059,0.019199,0.007672,0.024124,0.018358,0.048661,0.011008,0.034871,0.001673,0.005303,0.008045,0.009507,0.007037,0.028266,0.033865,0.019220,0.271308,0.037815,0.031009,0.333947,0.016040,0.067377,1.913783,0.836281,0.604593,0.615144,0.383608,0.329204,0.303688,0.286027,0.334388,0.303634,0.333290,0.323685,0.325819,0.025192,0.010769,0.027264,0.024268,0.042703,0.018558,0.044253,0.002947,0.008303,0.013635,0.012167,0.011234,0.013820,lapel-speech
0.041488,0.015801,3.070977,0.115554,0.157709,0.352717,0.022901,0.064505,-26.201748,1.242496,0.621682,-0.240721,-0.732679,0.038756,-0.004047,-0.022026,-0.247382,-0.153251,0.020785,0.009517,-0.112531,0.010994,0.004703,0.018343,0.015485,0.062905,0.009903,0.042846,0.002006,0.007147,0.006272,0.008384,0.004822,0.030350,0.030720,0.016562,0.231787,0.035260,0.033419,0.306325,0.024610,0.058980,1.987663,0.747054,0.567373,0.564231,0.415309,0.349996,0.306797,0.283246,0.310793,0.303294,0.340718,0.312099,0.282376,0.017391,0.007946,0.020048,0.020198,0.047272,0.015934,0.050580,0.003176,0.010642,0.009336,0.012292,0.008609,0.013881,lapel-speech
0.044379,0.017831,3.091429,0.117604,0.159037,0.363700,0.018935,0.069443,-26.047938,1.417983,0.573315,-0.437594,-0.736233,0.055670,0.056563,0.024537,-0.210774,-0.187656,-0.044114,-0.096636,-0.189297,0.015421,0.008529,0.022694,0.017253,0.052770,0.010186,0.034880,0.002386,0.006427,0.006769,0.010624,0.007050,0.029556,0.033571,0.018293,0.238428,0.038594,0.033364,0.308545,0.018570,0.064537,2.017305,0.781258,0.568662,0.526514,0.399345,0.347622,0.315856,0.305924,0.299705,0.326387,0.347538,0.339211,0.313048,0.020563,0.014238,0.024328,0.025072,0.046516,0.016060,0.046035,0.003839,0.010441,0.011076,0.014688,0.011915,0.013539,lapel-speech
0.034419,0.020242,3.084754,0.118890,0.165615,0.289538,0.028672,0.052550,-25.984043,1.422353,0.700020,-0.233987,-0.622725,0.113090,0.086377,0.101635,-0.178040,-0.154579,-0.025045,-0.085705,-0.134134,0.011715,0.005324,0.020515,0.009713,0.079094,0.009734,0.050707,0.001417,0.003085,0.004051,0.008497,0.004861,0.034986,0.029187,0.018071,0.222646,0.040011,0.033126,0.268166,0.032972,0.059291,1.859133,0.727606,0.596838,0.561330,0.425198,0.321479,0.272778,0.261296,0.283583,0.297149,0.292727,0.296873,0.312750,0.017778,0.009710,0.023004,0.016743,0.052334,0.016304,0.063227,0.002731,0.005601,0.006092,0.012345,0.009316,0.013828,lapel-speech
0.047259,0.013962,3.072604,0.123629,0.160999,0.402469,0.019254,0.077227,-26.536580,1.262509,0.755919,-0.193601,-0.753406,0.054853,0.014075,0.045542,-0.232295,-0.111393,0.031468,-0.052494,-0.175473,0.016804,0.004282,0.019071,0.012748,0.059288,0.007832,0.040775,0.002241,0.006491,0.007821,0.012480,0.006774,0.030111,0.037817,0.015799,0.215292,0.039394,0.030502,0.354218,0.019453,0.075652,1.884777,0.726690,0.571541,0.521954,0.385845,0.316915,0.294329,0.286108,0.286040,0.287626,0.321067,0.290906,0.289187,0.023196,0.006825,0.021342,0.021379,0.044242,0.013219,0.048787,0.003829,0.010501,0.012285,0.016579,0.011859,0.013266,lapel-speech
0.047044,0.020724,3.075975,0.124542,0.159824,0.412184,0.018079,0.075110,-26.116814,1.297270,0.765524,-0.418386,-0.876030,0.007175,-0.138951,0.000446,-0.265541,-0.133899,0.043255,-0.001248,-0.108994,0.013194,0.006206,0.019960,0.012173,0.049262,0.013255,0.035476,0.001488,0.009885,0.011681,0.013548,0.008071,0.029890,0.034822,0.024175,0.241236,0.039054,0.030489,0.387900,0.017379,0.072242,2.150907,0.727891,0.553156,0.595946,0.386064,0.336148,0.312197,0.320544,0.330131,0.304485,0.336392,0.308315,0.307974,0.017127,0.009909,0.024468,0.018284,0.044662,0.021409,0.046574,0.002465,0.016669,0.017811,0.021179,0.013589,0.013977,lapel-speech
0.061732,0.019313,2.985838,0.135995,0.163605,0.512467,0.010172,0.096869,-26.930775,1.305610,0.698822,0.038132,-1.105346,0.236966,0.020514,0.008590,-0.330138,-0.098741,-0.250458,-0.079306,-0.255431,0.017264,0.006850,0.027015,0.014983,0.035719,0.008626,0.030291,0.002916,0.009129,0.012440,0.014266,0.006370,0.024543,0.039947,0.019016,0.333346,0.040614,0.028111,0.413215,0.006066,0.080410,2.451651,0.645451,0.536747,0.425750,0.455603,0.289959,0.323601,0.299469,0.295664,0.271646,0.354831,0.383759,0.321028,0.022941,0.010046,0.025002,0.016630,0.029946,0.012681,0.032261,0.004465,0.016170,0.014826,0.017256,0.010010,0.009757,lapel-speech
0.050765,0.014730,2.970065,0.123638,0.162153,0.394579,0.019782,0.079126,-27.074548,1.688632,0.401263,0.156969,-0.884454,0.163371,0.231431,0.101413,-0.331604,0.074036,-0.171355,0.095571,-0.111491,0.012633,0.005259,0.020489,0.011828,0.045864,0.011491,0.047234,0.002641,0.005974,0.012844,0.016770,0.005957,0.027890,0.040110,0.014879,0.314426,0.041485,0.032593,0.351897,0.020378,0.072227,2.587017,0.749517,0.599299,0.394639,0.529702,0.302559,0.321813,0.277514,0.385477,0.270962,0.301075,0.274358,0.265018,0.017824,0.010199,0.020745,0.015697,0.040945,0.018510,0.050349,0.004780,0.009333,0.016565,0.020064,0.010347,0.013401,lapel-speech
0.052277,0.021030,2.947199,0.117050,0.151100,0.400990,0.013210,0.079770,-25.646480,1.604320,0.409753,0.057724,-1.059815,0.158332,0.298692,0.093025,-0.379878,0.134681,-0.276553,0.076419,-0.146238,0.014673,0.008963,0.023510,0.015164,0.033978,0.014689,0.035282,0.003664,0.007722,0.011671,0.013875,0.005410,0.023026,0.043160,0.019833,0.333327,0.041822,0.032946,0.347522,0.008398,0.069892,2.377501,0.790052,0.682374,0.402541,0.540991,0.336756,0.371669,0.261806,0.406718,0.300734,0.319162,0.282280,0.297077,0.018812,0.013241,0.022755,0.019116,0.034319,0.024005,0.038569,0.006317,0.009029,0.013296,0.015808,0.008705,0.011283,lapel-speech
0.045224,0.018182,2.990510,0.119430,0.162255,0.341325,0.022497,0.068184,-27.336741,1.631639,0.606453,0.174624,-0.982068,0.238153,0.144053,0.034599,-0.178587,-0.044272,-0.215234,-0.007431,-0.224871,0.018097,0.008203,0.025958,0.013387,0.046764,0.009089,0.046741,0.001498,0.003751,0.009698,0.018121,0.007650,0.030447,0.039052,0.019113,0.305890,0.039103,0.032375,0.352266,0.023776,0.066613,2.488523,0.764298,0.586892,0.411494,0.531310,0.286888,0.307589,0.280718,0.325467,0.282359,0.321917,0.309518,0.306796,0.023606,0.013499,0.025423,0.020589,0.039528,0.013959,0.052604,0.002946,0.006767,0.014223,0.024611,0.011638,0.014112,lapel-speech
0.047592,0.030205,2.950774,0.123757,0.169542,0.301066,0.019877,0.060624,-26.888454,1.987832,0.484255,0.186007,-0.752520,0.052962,0.142177,0.071312,-0.118224,0.112479,-0.055138,0.090323,-0.154812,0.014430,0.005650,0.017337,0.008975,0.041956,0.007299,0.044362,0.003709,0.009694,0.020767,0.019064,0.011887,0.028183,0.038673,0.041779,0.432086,0.040110,0.033172,0.316329,0.022150,0.059331,3.127847,0.643883,0.565994,0.332452,0.467173,0.248620,0.324373,0.244390,0.307213,0.223816,0.206646,0.208657,0.263704,0.020250,0.009713,0.019227,0.013814,0.037166,0.010873,0.048967,0.008736,0.015047,0.021016,0.022886,0.018969,0.012857,lapel-speech
0.055317,0.014360,2.954112,0.119837,0.152959,0.423266,0.014837,0.082993,-26.892102,1.492239,0.581278,0.051266,-1.091557,0.196549,0.150581,0.056994,-0.328648,-0.050460,-0.262414,0.047253,-0.183985,0.016299,0.007046,0.025018,0.018246,0.034856,0.011399,0.030099,0.002895,0.006459,0.012558,0.016094,0.006409,0.023841,0.039874,0.014250,0.366257,0.039391,0.033384,0.356114,0.011947,0.064984,2.718394,0.855327,0.608229,0.410746,0.488389,0.324038,0.330581,0.294158,0.346433,0.301353,0.337627,0.303216,0.310422,0.021883,0.011483,0.025101,0.021841,0.034612,0.016680,0.034638,0.004951,0.009396,0.015043,0.019668,0.009301,0.012058,lapel-speech
0.054005,0.016498,2.986877,0.123581,0.159581,0.412652,0.018217,0.081748,-27.070574,1.487463,0.597734,0.121538,-1.025462,0.200204,0.104304,0.039488,-0.306626,-0.047392,-0.160999,0.086536,-0.145927,0.015166,0.006332,0.021668,0.013178,0.042270,0.013314,0.039929,0.002105,0.006568,0.011923,0.015532,0.006453,0.027295,0.043552,0.017496,0.321066,0.040856,0.032161,0.391837,0.018791,0.072549,2.711125,0.809443,0.594119,0.402726,0.490811,0.310089,0.342603,0.285060,0.343023,0.279057,0.302751,0.301805,0.279717,0.021081,0.010860,0.022497,0.018464,0.039521,0.018746,0.046888,0.003438,0.010121,0.015072,0.018631,0.010205,0.014087,lapel-speech
0.045098,0.020245,2.984437,0.114441,0.157562,0.331759,0.018533,0.067069,-26.415182,1.742975,0.567176,0.109483,-0.941764,0.211278,0.165497,0.085505,-0.209383,0.027169,-0.170578,0.013523,-0.248558,0.020318,0.007783,0.024896,0.012837,0.040246,0.007311,0.042003,0.002471,0.005547,0.014681,0.019860,0.007602,0.028801,0.036007,0.019620,0.331319,0.039463,0.033972,0.344097,0.015927,0.064716,2.515968,0.808513,0.609555,0.402424,0.503845,0.332539,0.293261,0.249819,0.306054,0.263993,0.291380,0.318051,0.305168,0.026546,0.013097,0.025842,0.017693,0.038155,0.010302,0.046834,0.004433,0.009389,0.018169,0.023269,0.012287,0.013076,lapel-speech
0.055404,0.015527,3.021774,0.119529,0.150871,0.414817,0.016504,0.088167,-26.051306,1.796137,0.539684,0.014750,-1.009650,0.165987,0.252991,0.037383,-0.200968,-0.058982,-0.012303,0.116624,-0.016584,0.011495,0.005904,0.017553,0.018047,0.048931,0.014158,0.037534,0.002350,0.006602,0.010928,0.013408,0.006264,0.025979,0.052169,0.016032,0.279092,0.053093,0.033968,0.461858,0.013970,0.089229,2.039813,0.889234,0.650148,0.408403,0.507987,0.314232,0.330671,0.246516,0.307196,0.233012,0.239580,0.217156,0.203408,0.017716,0.009001,0.019965,0.027496,0.045358,0.020299,0.042314,0.004081,0.009386,0.011667,0.015771,0.010124,0.014535,lapel-speech
0.048696,0.013262,3.004262,0.116695,0.153540,0.375916,0.018000,0.079818,-26.488175,1.837119,0.576479,-0.004371,-1.044092,0.098737,0.201991,0.060657,-0.193881,-0.052617,-0.027777,0.061047,0.007133,0.011571,0.006984,0.022501,0.016737,0.049147,0.015113,0.037803,0.001955,0.006269,0.010050,0.012859,0.008205,0.027009,0.045374,0.014014,0.292561,0.049455,0.033775,0.433008,0.015738,0.082324,2.136675,0.822962,0.668165,0.406625,0.501409,0.314912,0.329528,0.256807,0.306378,0.239290,0.225736,0.208725,0.200110,0.015979,0.010890,0.025627,0.024107,0.041391,0.021064,0.041598,0.003301,0.009622,0.012334,0.016422,0.013066,0.013701,lapel-speech
0.049039,0.015042,3.018012,0.116678,0.154734,0.351608,0.020474,0.078937,-26.374189,1.850669,0.450582,0.026987,-1.108528,0.104958,0.192467,0.082414,-0.202140,-0.023606,-0.007775,0.047144,0.025786,0.011190,0.007932,0.020200,0.017338,0.047893,0.014962,0.034605,0.002568,0.006723,0.010597,0.011860,0.009181,0.025932,0.044010,0.017804,0.301260,0.049373,0.033842,0.404038,0.019421,0.080508,2.152996,0.806148,0.652701,0.401765,0.500206,0.292465,0.326312,0.249476,0.296549,0.237666,0.231553,0.213677,0.213781,0.015434,0.010813,0.024187,0.024171,0.040951,0.020589,0.039718,0.004275,0.009887,0.013380,0.014552,0.015417,0.012941,lapel-speech
0.053361,0.007886,3.033931,0.117071,0.154157,0.386971,0.012332,0.082900,-26.850217,1.506898,0.533787,-0.215013,-1.059233,0.176423,0.021034,0.147278,-0.184883,-0.186771,0.062832,-0.019734,-0.156065,0.017500,0.009947,0.019103,0.012535,0.028964,0.010047,0.023169,0.002444,0.008736,0.015885,0.020495,0.007845,0.021699,0.032677,0.009482,0.337627,0.038271,0.031546,0.344111,0.009775,0.062870,1.889351,0.731200,0.584120,0.525032,0.368836,0.345096,0.296776,0.268315,0.266378,0.284859,0.291807,0.285202,0.274920,0.021355,0.014501,0.019615,0.017221,0.029364,0.012702,0.026833,0.004004,0.012221,0.018161,0.023931,0.012876,0.010902,lapel-speech
0.051828,0.009433,3.028688,0.116043,0.155321,0.356211,0.012178,0.078797,-26.579706,1.601206,0.522619,-0.101959,-1.012949,0.154163,0.038860,0.111699,-0.182478,-0.232268,0.034505,-0.048603,-0.169996,0.021109,0.009059,0.021198,0.014305,0.029620,0.011056,0.023004,0.002295,0.007248,0.015156,0.020974,0.008292,0.022588,0.033066,0.011056,0.325006,0.038797,0.031937,0.341029,0.009116,0.064526,1.844518,0.791764,0.612664,0.529818,0.375610,0.329099,0.294239,0.263590,0.257222,0.265624,0.291268,0.286073,0.279313,0.024740,0.013019,0.020738,0.018661,0.029156,0.015173,0.025555,0.003836,0.010110,0.016848,0.023403,0.012472,0.011785,lapel-speech
0.051846,0.009079,3.021797,0.119244,0.159044,0.350035,0.012968,0.079880,-26.828284,1.693497,0.599748,-0.186712,-1.086460,0.212133,0.045502,0.167371,-0.156318,-0.221927,0.046223,0.011500,-0.120175,0.019207,0.007754,0.019290,0.013694,0.032800,0.011204,0.025046,0.001610,0.007561,0.016767,0.022362,0.008051,0.022806,0.033974,0.011715,0.319585,0.041088,0.031409,0.345555,0.010340,0.070639,1.911411,0.757039,0.563419,0.559204,0.367258,0.328705,0.278597,0.261505,0.255727,0.262951,0.267971,0.272892,0.264807,0.022328,0.010439,0.018883,0.017579,0.031506,0.014199,0.030562,0.002480,0.010883,0.018876,0.025028,0.012045,0.011586,lapel-speech
0.056774,0.018389,3.042422,0.120989,0.153700,0.409457,0.012528,0.089667,-25.739810,1.398556,0.225857,-0.075801,-1.175588,0.301408,0.138083,0.225721,-0.325783,0.036173,0.090066,0.032298,0.026132,0.010935,0.006903,0.013569,0.011720,0.028602,0.007850,0.034198,0.002913,0.007683,0.015679,0.014108,0.014127,0.023052,0.048291,0.019730,0.319129,0.046849,0.032905,0.429500,0.008633,0.081189,2.163085,0.987859,0.832036,0.584018,0.396241,0.420519,0.332887,0.283229,0.279777,0.262374,0.268689,0.232126,0.245933,0.014936,0.011468,0.015901,0.018194,0.031279,0.011613,0.044225,0.005191,0.011413,0.021540,0.020333,0.024531,0.014217,lapel-speech
0.049728,0.033586,3.009503,0.116602,0.153929,0.322770,0.014998,0.075650,-24.745015,2.091329,0.095393,0.103810,-1.157075,0.021745,-0.005360,0.074222,-0.242853,-0.048385,-0.019480,0.045549,-0.045994,0.008941,0.005226,0.017068,0.016223,0.066875,0.013352,0.035070,0.002406,0.004750,0.010132,0.009756,0.007927,0.026898,0.050611,0.028676,0.218914,0.054533,0.038079,0.451273,0.011657,0.087602,1.857439,0.759768,0.828897,0.474635,0.588569,0.350548,0.389494,0.266276,0.335537,0.210270,0.231359,0.245471,0.184757,0.012963,0.009781,0.018851,0.027190,0.044933,0.019267,0.037194,0.005155,0.006096,0.018689,0.011655,0.015548,0.011278,lapel-speech
0.040729,0.016159,2.958893,0.105848,0.153918,0.244090,0.017008,0.064761,-25.848204,2.078259,-0.051469,0.013890,-1.213941,0.110601,0.123105,0.087952,-0.334671,-0.112855,-0.037325,0.163274,-0.057839,0.011762,0.005116,0.020618,0.011227,0.054513,0.017823,0.048202,0.003481,0.005410,0.007447,0.010824,0.006712,0.026970,0.042688,0.017582,0.319648,0.048496,0.033992,0.399292,0.012838,0.074562,2.356123,0.746026,0.652635,0.394735,0.591422,0.372257,0.342858,0.288097,0.284369,0.238003,0.245118,0.257084,0.200277,0.015545,0.006505,0.021238,0.016649,0.046122,0.025026,0.061345,0.006254,0.006246,0.007404,0.012547,0.009096,0.015736,lapel-speech
0.039544,0.011058,2.952044,0.109066,0.159484,0.254679,0.020766,0.059197,-27.099175,2.318221,0.117161,-0.086294,-1.196031,-0.058820,0.066816,0.080594,-0.306773,-0.043700,-0.063849,0.092842,-0.034342,0.012396,0.005941,0.018474,0.011963,0.054604,0.011197,0.044110,0.001313,0.007712,0.011293,0.013273,0.011292,0.027379,0.046308,0.015696,0.313954,0.050310,0.036681,0.410388,0.019024,0.077795,2.123013,0.825468,0.694492,0.417017,0.548425,0.391957,0.327941,0.285485,0.336583,0.209755,0.221372,0.213043,0.180951,0.016356,0.011194,0.017262,0.018031,0.043549,0.014582,0.049802,0.002247,0.011653,0.015915,0.018500,0.019859,0.013705,lapel-speech
0.036632,0.015986,2.994637,0.115112,0.169309,0.255891,0.023341,0.063646,-26.230994,2.078970,0.133084,0.046958,-0.983846,-0.128206,0.169850,0.106454,-0.294763,0.023950,0.010101,0.039684,0.066634,0.007866,0.007696,0.017017,0.011910,0.060872,0.011737,0.064281,0.001971,0.009020,0.008227,0.008683,0.008042,0.032086,0.039718,0.017685,0.286375,0.045272,0.035100,0.382945,0.029285,0.074904,2.140843,0.614159,0.617379,0.498520,0.661386,0.297281,0.338241,0.262618,0.318945,0.186975,0.205556,0.204099,0.220327,0.010317,0.015344,0.017107,0.018966,0.048368,0.018211,0.074046,0.003441,0.017888,0.011715,0.010555,0.013125,0.016684,lapel-speech
0.041931,0.020813,3.068087,0.138663,0.184114,0.293293,0.015846,0.048906,-25.677295,1.825365,0.538292,-0.505295,-0.726091,0.224468,0.059350,0.046209,-0.222394,-0.206410,-0.000895,0.025723,-0.165686,0.014334,0.004355,0.021731,0.011833,0.063810,0.012940,0.054463,0.001408,0.005442,0.006169,0.010001,0.009424,0.032420,0.027533,0.022013,0.234612,0.035591,0.024754,0.275564,0.011634,0.052521,1.709676,0.743358,0.536903,0.546773,0.337103,0.311848,0.238500,0.246690,0.278576,0.261000,0.288712,0.284802,0.299137,0.019009,0.007360,0.022132,0.017233,0.047212,0.023248,0.061778,0.002116,0.009880,0.009278,0.013211,0.015921,0.013363,lapel-speech
0.038975,0.015395,3.047549,0.120704,0.167976,0.284430,0.025069,0.068996,-26.584359,2.155660,0.359885,0.096336,-0.983186,0.020353,-0.063630,0.070121,-0.255048,-0.062791,0.047518,0.012651,0.077647,0.005515,0.002810,0.014567,0.021689,0.067382,0.015453,0.062445,0.000859,0.005144,0.006282,0.010892,0.006069,0.034448,0.041938,0.015762,0.241516,0.051875,0.032931,0.427072,0.026074,0.091210,2.165037,0.518155,0.755601,0.276373,0.590843,0.374154,0.371885,0.203481,0.282103,0.210989,0.185188,0.214292,0.174017,0.008279,0.004652,0.015357,0.033350,0.048190,0.026108,0.065125,0.001720,0.008680,0.008768,0.012773,0.010833,0.014613,lapel-speech
0.024161,0.026012,3.078482,0.092988,0.160591,0.128306,0.021304,0.030889,-25.732516,2.656511,0.648990,-0.182345,-0.964355,-0.088442,0.004349,-0.040152,-0.266202,-0.116659,-0.069087,0.182780,-0.011084,0.011110,0.004584,0.023134,0.018371,0.057413,0.022646,0.054012,0.000734,0.012145,0.013326,0.012884,0.005825,0.032562,0.015146,0.026828,0.202463,0.029949,0.036863,0.138527,0.016197,0.023845,1.998744,0.628335,0.548693,0.381023,0.395192,0.300757,0.377676,0.227647,0.251721,0.203011,0.206913,0.186667,0.183837,0.014849,0.008923,0.026444,0.027070,0.046318,0.033751,0.055289,0.000978,0.019391,0.017323,0.016217,0.008369,0.013360,lapel-speech
